City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,castanos,26.7833,-101.4167,24.08,71,20,3.6,MX,1730647007
363,puerto aysen,-45.4,-72.7,7.67,98,99,2.63,CL,1730647008
364,bardai,11.65,7.2333,29.6,15,83,4.97,NG,1730647009
365,salinopolis,-0.6136,-47.3561,28.9,67,73,6.96,BR,1730647010
366,opuwo,-18.0607,13.84,36.53,10,92,5.11,NA,1730647012
367,gantang,26.92,119.6333,18.28,93,66,0.13,CN,1730647013
368,bikenibeu village,1.3673,173.1241,26.98,83,40,0.0,KI,1730647014
369,kuacjok,8.3002,27.9903,31.63,37,97,3.77,SS,1730647015
370,north bend,43.4065,-124.2243,9.03,100,100,3.09,US,1730647016
371,kiffa,16.6166,-11.4045,38.39,7,0,1.53,MR,1730647019
372,ujjain,23.1833,75.7667,25.12,36,0,1.39,IN,1730647020
373,gorontalo,0.5412,123.0595,24.27,92,69,1.0,ID,1730647021
374,manokwari,-0.8667,134.0833,26.37,78,100,2.17,ID,1730647022
375,swakopmund,-22.6833,14.5333,16.66,77,58,4.47,NA,1730647023
376,smithers,54.7804,-127.1743,-0.82,100,75,2.06,CA,1730647026
377,iskateley,67.6803,53.1512,-5.85,91,100,4.18,RU,1730647027
378,caleta de carquin,-11.0925,-77.6267,20.33,77,84,4.76,PE,1730647028
379,olyokminsk,60.3736,120.4264,-18.01,100,68,0.57,RU,1730647029
380,hun,29.1268,15.9477,24.59,27,3,5.56,LY,1730647030
381,chibougamau,49.9168,-74.3659,-2.21,86,100,3.6,CA,1730647032
382,tateyama,34.9833,139.8667,18.05,68,0,4.15,JP,1730647033
383,kosh-agach,50.0,88.6667,-7.28,89,82,1.23,RU,1730647034
384,balaipungut,1.05,101.2833,24.91,91,100,0.99,ID,1730647035
385,jamnagar,22.4667,70.0667,29.69,41,0,2.18,IN,1730647036
386,buala,-8.145,159.5921,26.16,85,74,1.45,SB,1730647038
387,sisimiut,66.9395,-53.6735,-6.27,74,2,4.77,GL,1730647039
388,margate,51.3813,1.3862,11.6,81,22,0.45,GB,1730647040
389,coxim,-18.5067,-54.76,31.83,50,100,1.37,BR,1730647041
390,constitucion,-35.3333,-72.4167,14.47,57,100,3.35,CL,1730647042
391,novovarshavka,54.1721,74.6946,11.39,65,100,9.5,RU,1730647044
392,ketchikan,55.3422,-131.6461,7.65,87,0,2.06,US,1730647046
393,mashhad,36.297,59.6062,20.08,49,0,3.09,IR,1730647047
394,laghouat,33.8,2.8651,21.78,41,57,5.33,DZ,1730647048
395,kurumkan,54.3,110.3,-8.27,86,93,1.85,RU,1730647049
396,camapua,-19.5314,-54.0439,24.19,79,100,2.95,BR,1730647050
397,kuala belait,4.5833,114.1833,26.67,76,49,0.72,BN,1730647051
398,kathu,7.9178,98.3332,29.83,83,100,3.83,TH,1730647053
399,sretensk,52.2453,117.7093,-8.75,81,54,1.12,RU,1730647054
400,setakamachi-takayanagi,33.15,130.4667,17.21,66,0,0.85,JP,1730647056
401,duba,27.3513,35.6901,25.4,45,0,4.58,SA,1730647057
402,nyala,12.05,24.8833,32.24,18,2,4.57,SD,1730647059
403,kolonia,50.9333,6.95,14.98,68,0,3.09,DE,1730647062
404,rock forest,45.3702,-71.99,1.69,63,4,2.57,CA,1730647063
405,cidreira,-30.1811,-50.2056,22.63,84,100,2.91,BR,1730647064
406,kailua-kona,19.6406,-155.9956,22.53,98,100,1.85,US,1730647065
407,ilha solteira,-20.4328,-51.3425,24.38,82,100,0.87,BR,1730647067
408,lerwick,60.1545,-1.1494,11.57,93,100,5.61,GB,1730647068
409,kuanda,56.3161,116.0806,-11.3,91,97,0.38,RU,1730647069
410,garoowe,8.4054,48.4845,31.04,33,11,0.83,SO,1730647070
411,port saint john's,-31.6229,29.5448,21.19,90,100,5.07,ZA,1730647071
412,coronel suarez,-37.4547,-61.9334,22.42,23,100,7.09,AR,1730647072
413,ulsteinvik,62.3432,5.8487,9.06,94,100,0.45,NO,1730647074
414,acapulco de juarez,16.8634,-99.8901,27.9,69,20,1.54,MX,1730647066
415,garla-mare,44.2092,22.775,10.06,35,100,1.85,RO,1730647076
416,north myrtle beach,33.816,-78.68,19.51,71,100,6.17,US,1730647077
417,merowe,18.4833,31.8167,29.62,15,0,5.0,SD,1730647078
418,miles city,46.4083,-105.8406,3.54,65,0,4.12,US,1730646987
419,shache,38.4167,77.2406,13.06,31,50,1.62,CN,1730647080
420,saurimo,-9.6608,20.3916,25.14,63,100,1.37,AO,1730647082
421,yongchuan,29.3514,105.8947,18.03,77,100,0.33,CN,1730647083
422,narasapur,16.45,81.6667,24.55,79,8,2.47,IN,1730647084
423,porto novo,6.4965,2.6036,30.9,65,92,2.68,BJ,1730647085
424,znamensk,48.5842,45.7338,3.33,44,19,3.21,RU,1730647086
425,lompoc,34.6391,-120.4579,11.4,77,0,7.2,US,1730647087
426,elmali,36.7358,29.9177,13.16,35,7,2.24,TR,1730647089
427,gornopravdinsk,60.05,69.9,-1.25,73,100,7.98,RU,1730647090
428,berbera,10.4396,45.0143,28.87,48,0,3.39,SO,1730647091
429,zhanaozen,43.3,52.8,9.92,75,60,9.78,KZ,1730647092
430,lamar,33.6668,-95.5836,22.95,92,100,4.12,US,1730647093
431,ludza,56.55,27.7167,2.9,95,100,6.61,LV,1730647094
432,metlili chaamba,32.2667,3.6333,19.52,73,75,4.12,DZ,1730647095
433,guardo,42.7897,-4.8482,14.7,58,41,2.31,ES,1730647097
434,progreso,21.2833,-89.6667,27.59,68,9,4.69,MX,1730647098
435,faya-largeau,17.9257,19.1043,29.71,16,47,7.89,TD,1730647099
436,labytnangi,66.6572,66.4183,-1.05,96,100,10.18,RU,1730647100
437,prince rupert,54.3161,-130.3201,8.83,82,100,6.17,CA,1730647101
438,okeho,8.0333,3.35,28.93,59,94,0.4,NG,1730647102
439,nioki,-2.7167,17.6833,27.62,70,97,1.63,CD,1730647103
440,zapolyarnyy,69.4154,30.8136,-2.33,95,99,8.5,RU,1730647105
441,chernyshevskiy,63.0128,112.4714,-25.82,100,88,1.28,RU,1730647106
442,palmas,-10.2128,-48.3603,31.93,55,40,3.6,BR,1730646914
443,gaiman,-43.2897,-65.4929,19.11,19,100,16.9,AR,1730647108
444,huarmey,-10.0681,-78.1522,20.8,76,57,4.79,PE,1730647109
445,greymouth,-42.4667,171.2,3.65,89,100,2.07,NZ,1730647110
446,balsas,-7.5325,-46.0356,37.29,24,54,3.65,BR,1730647112
447,guatrache,-37.6678,-63.5302,20.23,27,100,8.89,AR,1730647113
448,mitu,1.1983,-70.1733,28.69,80,85,0.72,CO,1730647114
449,dryden,49.7833,-92.7503,4.16,93,100,4.63,CA,1730647115
450,usinsk,65.9939,57.5281,-2.78,95,100,9.91,RU,1730646852
451,itambe,-15.245,-40.6244,30.21,44,100,3.79,BR,1730647118
452,tamandare,-8.7597,-35.1047,28.04,61,26,5.27,BR,1730647119
453,hithadhoo,-0.6,73.0833,28.02,69,27,5.53,MV,1730647120
454,tazacorte,28.629,-17.9293,24.54,97,20,3.09,ES,1730647121
455,fada,7.25,4.0667,31.71,55,49,1.14,NG,1730647122
456,palompon,11.0508,124.3843,26.39,83,100,2.92,PH,1730647123
457,howrah,22.5892,88.3103,27.0,83,20,1.54,IN,1730647124
458,bethanie,-26.4833,17.15,34.58,5,5,8.07,NA,1730647126
459,kruisfontein,-34.0033,24.7314,18.49,68,76,6.27,ZA,1730647127
460,itoman,26.1247,127.6694,25.01,78,0,3.6,JP,1730647128
461,papao,-17.75,-149.55,22.82,70,26,0.42,PF,1730647129
462,yenangyaung,20.4667,94.8833,25.96,77,1,0.88,MM,1730647130
463,bonga,7.2833,36.2333,17.61,96,69,0.76,ET,1730647131
464,duong dong,10.2167,103.9667,26.0,94,75,0.51,VN,1730647132
465,tralee,52.2704,-9.7026,14.14,82,100,4.63,IE,1730647134
466,markovo,57.3206,107.0881,-8.07,96,100,1.53,RU,1730647135
467,revda,56.801,59.9303,-4.05,68,100,8.76,RU,1730647136
468,ibotirama,-12.1853,-43.2206,36.99,25,57,2.05,BR,1730647138
469,toliara,-23.35,43.6667,26.64,75,0,3.99,MG,1730647140
470,vadso,70.0744,29.7487,1.09,86,40,9.77,NO,1730647141
471,sahagun,8.9462,-75.4427,24.48,94,100,2.58,CO,1730647142
472,sterling,39.0062,-77.4286,11.99,55,75,3.09,US,1730646958
473,antalaha,-14.9003,50.2788,26.11,78,0,6.23,MG,1730647144
474,labrador city,52.9463,-66.9114,-2.68,73,100,7.2,CA,1730647145
475,ivdel',60.6911,60.4206,0.08,77,100,6.28,RU,1730647147
476,basoko,1.2391,23.616,27.04,69,82,0.92,CD,1730647148
477,morshansk,53.4435,41.8107,0.19,74,99,4.72,RU,1730647149
478,sinop,41.7711,34.8709,4.63,93,100,1.97,TR,1730647150
479,zhangye,38.9342,100.4517,7.22,35,0,3.19,CN,1730647151
480,wahpeton,46.2652,-96.6059,8.01,100,100,7.72,US,1730647152
481,canasgordas,6.7499,-76.0254,19.88,80,99,0.8,CO,1730647153
482,hozat,39.1083,39.2213,10.06,45,100,0.79,TR,1730647155
483,arzgir,45.3728,44.2206,5.76,59,70,4.7,RU,1730647156
484,bonthe,7.5264,-12.505,29.96,63,66,3.97,SL,1730647157
485,raja,8.4596,25.678,32.27,31,47,1.2,SS,1730647158
486,ndjole,-0.1783,10.7649,29.05,76,82,1.78,GA,1730647159
487,castillos,-34.1667,-53.8333,20.42,73,100,5.4,UY,1730647160
488,new norfolk,-42.7826,147.0587,12.73,75,100,2.94,AU,1730647162
489,san juan de miraflores,-12.1629,-76.9635,23.98,71,81,4.32,PE,1730647163
490,shingu,33.7333,135.9833,15.83,74,4,2.75,JP,1730647164
491,gunnison,38.7,-107.0673,-2.34,86,98,0.83,US,1730647165
492,salinas,36.6777,-121.6555,13.06,87,0,2.57,US,1730647044
493,gazojak,41.1875,61.4036,19.27,33,86,3.59,TM,1730647167
494,chazuta,-6.5742,-76.1367,30.47,48,100,0.41,PE,1730647169
495,bengkulu,-3.8004,102.2655,24.98,89,100,1.23,ID,1730647170
496,tarawa,1.419,172.984,27.05,83,40,0.0,KI,1730647171
497,kharp,66.8014,65.8081,-1.32,96,100,8.72,RU,1730647172
498,san pedro pochutla,15.7333,-96.4667,29.84,71,41,0.16,MX,1730647108
499,bankim,6.083,11.4905,29.01,57,93,0.48,CM,1730647174
500,kokopo,-4.352,152.2633,25.37,88,34,2.81,PG,1730647175
501,san luis de la loma,17.2706,-100.8939,27.56,78,4,0.36,MX,1730647177
502,ouargla,31.9493,5.325,28.04,32,75,7.72,DZ,1730647178
503,saldanha,-33.0117,17.9442,20.03,76,100,6.38,ZA,1730647179
504,arno,60.1167,18.6333,7.06,81,100,9.19,SE,1730647180
505,corner brook,48.9667,-57.9484,2.86,55,93,5.59,CA,1730647181
506,bubaque,11.2833,-15.8333,28.24,72,100,2.8,GW,1730647182
507,boquira,-12.8231,-42.7306,34.75,29,53,1.61,BR,1730647184
508,conde,-7.2597,-34.9075,30.7,42,40,8.23,BR,1730647185
509,la'ie,21.6477,-157.9253,23.95,87,66,3.13,US,1730647186
510,robertsport,6.7533,-11.3686,28.22,72,55,3.95,LR,1730647187
511,geiro,-6.15,36.8667,24.2,50,59,3.86,TZ,1730647188
512,mwinilunga,-11.7358,24.4293,19.94,83,92,2.43,ZM,1730647189
513,takeo,10.9167,104.8333,26.18,81,100,2.75,KH,1730647190
514,port macquarie,-31.4333,152.9167,20.04,96,100,1.79,AU,1730646932
515,bad wildungen,51.1196,9.1248,10.05,93,86,1.03,DE,1730647194
516,curvelo,-18.7564,-44.4308,25.58,63,100,1.67,BR,1730647196
517,misratah,32.3754,15.0925,22.73,54,13,4.7,LY,1730647198
518,touros,-5.1989,-35.4608,29.28,53,55,7.56,BR,1730647199
519,santa ana de yacuma,-13.75,-65.4333,27.97,83,75,4.12,BO,1730647200
520,temiskaming shores,47.4938,-79.7153,1.89,66,100,2.14,CA,1730647201
521,tabou,4.423,-7.3528,28.12,70,22,3.1,CI,1730647202
522,eyl,7.9803,49.8164,26.95,69,68,5.44,SO,1730647203
523,booue,-0.0921,11.9385,29.84,67,94,0.4,GA,1730647204
524,tsarevo,42.1667,27.85,10.28,58,35,4.65,BG,1730647206
525,gewane,10.1664,40.6453,31.64,23,10,2.64,ET,1730647207
526,igrim,63.1906,64.4162,-0.21,99,100,2.74,RU,1730647208
527,kolosovka,56.4678,73.611,4.54,64,100,7.33,RU,1730647212
528,tromso,69.6496,18.957,1.01,80,75,5.66,NO,1730647213
529,dalandzadgad,43.5708,104.425,1.11,37,70,3.7,MN,1730647214
530,mahibadhoo,3.7833,72.9667,28.09,74,100,4.34,MV,1730647215
531,mafinga,-7.25,35.0667,32.82,19,27,3.5,TZ,1730647216
532,uray,60.1247,64.7758,-2.19,78,100,10.18,RU,1730647217
533,brisas de zicatela,15.8369,-97.0419,27.29,78,0,3.09,MX,1730647218
534,sola,-13.8833,167.55,26.61,81,97,9.72,VU,1730647220
535,zabol,32.25,67.25,16.18,29,0,5.02,AF,1730647221
536,sitka,57.0531,-135.33,6.66,88,100,5.55,US,1730647222
537,dzuunmod,48.2199,97.3744,-5.76,76,97,2.36,MN,1730647223
538,filingue,14.3521,3.3168,34.43,11,23,6.08,NE,1730647224
539,valdivia,-39.8142,-73.2459,11.05,98,100,2.14,CL,1730647225
540,tot'ma,59.9747,42.7642,-2.63,80,17,3.65,RU,1730647227
541,terbuny,52.1389,38.2789,-0.07,71,74,5.98,RU,1730647228
542,kavaratti,10.5669,72.642,28.43,76,49,2.49,IN,1730647229
543,najaf,31.9985,44.3398,29.06,37,11,3.65,IQ,1730647230
544,san jose de jachal,-30.2406,-68.7469,22.4,28,0,2.11,AR,1730647231
545,trancas,-26.2314,-65.2803,17.93,88,100,0.48,AR,1730647232
546,olinda,-8.0089,-34.8553,29.85,58,20,6.17,BR,1730647235
547,massawa,15.6097,39.45,30.94,56,4,4.15,ER,1730647236
548,moroto,2.5345,34.6666,27.81,35,69,5.82,UG,1730647237
549,hengchun,22.0042,120.7439,24.6,80,13,7.25,TW,1730647238
550,moroni,-11.7022,43.2551,26.26,83,77,1.62,KM,1730647239
551,cabugao,17.7931,120.4578,25.43,82,12,1.71,PH,1730647240
552,summerlin south,36.1027,-115.3811,11.37,49,36,3.63,US,1730647242
